#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,
165,Haiti,"34,008",,860                                ,,"32,986",,162,,"2,912",74,"132,422","11,337","11,680,283 ",North America,,"34313,58288",,,14,
166,Mali,"32,778",,743                                ,,"31,954",,81,,"1,526",35,"788,732","36,730","21,473,764 ",Africa,,"65528,90127",,,4,
167,Cayman Islands,"31,472",,37                                ,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277 ",North America,,"21,8180",,,"340,116",
168,Saint Lucia,"29,803",,409                                ,,"29,095",,299,,"160,999","2,209","210,983","1,139,752","185,113 ",North America,,64531,,,"1,615",
169,Benin,"27,989",,163                                ,,"27,823",,3,,"2,189",13,"604,310","47,268","12,784,726 ",Africa,,"45778,43421",,,0.2,
170,Somalia,"27,318",,"1,361                                ",,"13,182",,"12,775",,"1,622",81,"400,466","23,778","16,841,795 ",Africa,,"61712,37542",,,759,
171,Congo,"25,375",,386                                ,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805 ",Africa,,"22815,02017",,,170,
172,Solomon Islands,"24,575",,153                                ,,N/A,N/A,N/A,1,"34,077",212,,,"721,159 ",Australia/Oceania,,"294,713",,,"11,183",
173,Timor-Leste,"23,414",,138                                ,,"23,102",,174,,"17,098",101,"278,529","203,391","1,369,429 ",Asia,,"589,9235",,,127,
174,San Marino,"23,403",,122                                ,,"23,245",,36,4,"686,607","3,579","157,634","4,624,732","34,085 ",Europe,,12790,,,"1,056",
175,Micronesia,"22,676",,58                                ,,N/A,N/A,N/A,1,"193,005",494,"54,967","467,848","117,489 ",Australia/Oceania,,"52,0262",,,"129,382",
176,Burkina Faso,"22,025",,396                                ,,"21,596",,33,,996,18,"248,995","11,265","22,102,838 ",Africa,,"1,00455,81589",,,1,
177,Liechtenstein,"21,334",,89                                ,,"21,230",,15,,"555,761","2,318","112,457","2,929,559","38,387 ",Europe,,24310,,,391,
178,Gibraltar,"20,399",,111                                ,,"16,579",,"3,709",,"605,240","3,293","534,283","15,852,213","33,704 ",Europe,,23040,,,"110,046",
179,Grenada,"19,680",,238                                ,,"19,358",,84,4,"173,430","2,097","182,981","1,612,523","113,475 ",North America,,64771,,,740,
180,Bermuda,"18,766",,157                                ,,"18,593",,16,,"302,976","2,535","1,024,947","16,547,684","61,939 ",North America,,33950,,,258,
181,Nicaragua,"18,491",,225                                ,,"4,225",,"14,041",,"2,728",33,,,"6,779,100 ",North America,,"36730,129",,,"2,071",
182,South Sudan,"18,368",,138                                ,,"18,115",,115,1,"1,581",12,"410,280","35,313","11,618,511 ",Africa,,"63384,19228",,,10,
183,Tajikistan,"17,786",,125                                ,,"17,264",,397,,"1,786",13,,,"9,957,464 ",Asia,,"56079,660",,,40,
184,Equatorial Guinea,"17,186",,183                                ,,"16,880",,123,5,"11,483",122,"365,697","244,342","1,496,662 ",Africa,,"878,1784",,,82,
185,Tonga,"16,734",,13                                ,,"15,638",,"1,083",,"155,305",121,"535,009","4,965,327","107,749 ",Australia/Oceania,,"68,2880",,,"10,051",
186,Monaco,"16,056",,65                                ,,"15,982",,9,4,"403,589","1,634","78,646","1,976,875","39,783 ",Europe,,26121,,,226,
187,Samoa,"16,022",,29                                ,,"1,605",,"14,388",,"79,223",143,"187,397","926,612","202,239 ",Australia/Oceania,,"136,9741",,,"71,144",
188,Dominica,"15,760",,74                                ,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344 ",North America,,59780,,,180,
189,Djibouti,"15,690",,189                                ,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097 ",Africa,,"655,3763",,,73,
190,Marshall Islands,"15,554",,17                                ,,"15,528",,9,,"258,987",283,,,"60,057 ",Australia/Oceania,,"43,533",,,150,
191,CAR,"15,361",,113                                ,,"14,777",,471,2,"3,062",23,"81,294","16,205","5,016,678 ",Africa,,"32744,39562",,,94,
192,Gambia,"12,586",,372                                ,,"12,189",,25,,"4,919",145,"155,686","60,851","2,558,482 ",Africa,,"2036,87816",,,10,
193,Saint Martin,"12,233",,63                                ,,"1,399",,"10,771",7,"307,903","1,586","112,382","2,828,643","39,730 ",North America,,36310,,,"271,105",
194,Vanuatu,"12,014",,14                                ,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832 ",Australia/Oceania,,"2722,98813",,,75,
195,Greenland,"11,971",,21                                ,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973 ",North America,,"52,7130",,,"161,287",
196,Yemen,"11,945",,"2,159                                ",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867 ",Asia,,"2,60814,43095",,,21,
197,Caribbean Netherlands,"11,648",,38                                ,,"10,476",,"1,134",,"437,122","1,426","30,126","1,130,559","26,647 ",North America,,27011,,,"42,556",
198,Sint Maarten,"11,010",,89                                ,,"10,905",,16,,"250,421","2,024","62,056","1,411,454","43,966 ",North America,,44941,,,364,
199,Eritrea,"10,189",,103                                ,,"10,086",,0,,"2,782",28,"23,693","6,470","3,662,244 ",Africa,,"35935,556155",,,,
200,Niger,"9,931",,312                                ,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660 ",Africa,,"2,62683,601102",,,28,
201,St. Vincent Grenadines,"9,581",,123                                ,,"9,448",,10,,"85,889","1,103","113,422","1,016,773","111,551 ",North America,,129071,,,90,
202,Antigua and Barbuda,"9,106",,146                                ,,"8,954",,6,1,"91,509","1,467","18,901","189,943","99,509 ",North America,,116825,,,60,
203,Comoros,"8,992",,161                                ,,"8,827",,4,,"9,909",177,,,"907,419 ",Africa,,"1015,636",,,4,
204,Guinea-Bissau,"8,947",,176                                ,,"8,656",,115,6,"4,336",85,"145,231","70,385","2,063,367 ",Africa,,"23111,72414",,,56,
205,Liberia,"8,053",,294                                ,,"7,752",,7,2,"1,518",55,"139,824","26,356","5,305,117 ",Africa,,"65918,04538",,,1,
206,Sierra Leone,"7,760",,126                                ,,N/A,N/A,N/A,,934,15,"259,958","31,296","8,306,436 ",Africa,,"1,07065,92432",,,330,
207,Chad,"7,652",,194                                ,,"4,874",,"2,584",,439,11,"191,341","10,988","17,413,580 ",Africa,,"2,27689,76191",,,148,
208,British Virgin Islands,"7,305",,64                                ,,N/A,N/A,N/A,,"238,757","2,092","107,339","3,508,269","30,596 ",North America,,44780,,,392,
209,Cook Islands,"6,999",,2                                ,,"6,993",,4,,"398,327",114,"19,690","1,120,596","17,571 ",Australia/Oceania,,"38,7861",,,228,
210,Saint Kitts and Nevis,"6,591",,46                                ,,"6,532",,13,,"122,348",854,"126,892","2,355,479","53,871 ",North America,,"81,1710",,,241,
211,Turks and Caicos,"6,522",,38                                ,,"6,451",,33,4,"164,113",956,"611,527","15,387,811","39,741 ",North America,,"61,0460",,,830,
212,Sao Tome and Principe,"6,279",,77                                ,,"6,202",,0,,"27,578",338,"29,036","127,530","227,679 ",Africa,,"362,9578",,,,
213,Palau,"5,986",,9                                ,,"5,976",,1,,"328,306",494,"68,820","3,774,475","18,233 ",Australia/Oceania,,"32,0260",,,55,
214,St. Barth,"5,420",,6                                ,,N/A,N/A,N/A,,"544,997",603,"78,646","7,908,095","9,945 ",North America,,"21,6580",,,"497,939",
215,Kiribati,"4,991",,18                                ,,"2,703",,"2,270",3,"40,439",146,,,"123,419 ",Australia/Oceania,,"256,857",,,"18,393",
216,Nauru,"4,621",,1                                ,,"4,609",,11,,"423,828",92,"20,509","1,881,042","10,903 ",Australia/Oceania,,"210,9031",,,"1,009",
217,Anguilla,"3,904",,12                                ,,"3,879",,13,4,"256,336",788,"51,382","3,373,736","15,230 ",North America,,"41,2690",,,854,
218,Macao,"3,483",,120                                ,,"3,357",,6,,"5,218",180,"7,850","11,760","667,490 ",Asia,,"1925,56285",,,9,
219,Saint Pierre Miquelon,"3,452",,2                                ,,"2,449",,"1,001",1,"599,410",347,"25,400","4,410,488","5,759 ",North America,,"22,8800",,,"173,815",
220,Wallis and Futuna,"3,427",,7                                ,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982 ",Australia/Oceania,,"31,5691",,,"271,535",
221,Tuvalu,"2,805",, ,,,,"2,805",,"232,471",,,,"12,066 ",Australia/Oceania,,4,,,"232,471",
222,Saint Helena,"2,166",, ,,2,,"2,164",,"354,211",,,,"6,115 ",Africa,,3,,,"353,884",
223,Falkland Islands,"1,930",, ,,"1,930",,0,,"545,352",,"8,632","2,439,107","3,539 ",South America,,20,,,,
224,Montserrat,"1,403",,8                                ,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965 ",North America,,46210,,,"3,827",
225,Niue,741,, ,,730,,11,,"456,843",,,,"1,622 ",Australia/Oceania,,2,,,"6,782",
226,Diamond Princess,712,,13                                ,,699,,0,,,,,, ,,,,,,,
227,Vatican City,29,, ,,29,,0,,"36,295",,,,799 ,Europe,,28,,,,
228,Western Sahara,10,,1                                ,,9,,0,,16,2,,,"626,161 ",Africa,,"62,616626,161",,,,
229,MS Zaandam,9,,2                                ,,7,,0,,,,,, ,,,,,,,
230,Tokelau,5,, ,,,,5,,"3,628",,,,"1,378 ",Australia/Oceania,,276,,,"3,628",
231,China,"503,302",,"5,272                                ",,"379,053",,"118,977","7,557",347,4,"160,000,000","110,461","1,448,471,400                                ",Asia,,"2,878274,7489",,,82,
